ff,city,state,pop,obese
2,North Somerset,PA,440352,30.966666
5,North Versailles,PA,1229338,28.633333
10,North Wales,PA,1435513,27.000000
1,Oakdale,PA,1229338,28.633333
2,Oil City,PA,54272,31.266666
2,Old Forge,PA,214477,26.866666
1,Orefield,PA,355245,28.933333
4,Oxford,PA,1033398,29.300000
8,Palmyra,PA,404916,31.433333
3,Paoli,PA,506575,24.466666
1,Parkesburg,PA,506575,24.466666
3,Penn Hills,PA,1229338,28.633333
2,Penndel,PA,627053,26.733333
2,Pennsburg,PA,1435513,27.000000
1,Perkasie,PA,627053,26.733333
178,Philadelphia,PA,3544218,30.700000
6,Philipsburg,PA,236355,29.466666
10,Phoenixville,PA,1315035,26.433333
2,Pine Grove,PA,282314,31.666666
83,Pittsburgh,PA,1438054,29.000000
6,Pittston,PA,535504,29.900000
2,Plains,PA,321027,29.900000
1,Pleasant Hills,PA,1229338,28.633333
2,Plum,PA,1229338,28.633333
1,Plumsteadville,PA,627053,26.733333
2,Plymouth Meeting,PA,808460,26.433333
2,Portage,PA,268705,34.200000
24,Pottstown,PA,1728526,28.966666
7,Pottsville,PA,147063,31.666666
1,Prospect Park,PA,561098,28.200000
15,Punxsutawney,PA,214166,29.800000
7,Quakertown,PA,982298,28.933333
1,Quarryville,PA,526823,29.300000
19,Reading,PA,413491,28.966666
3,Red Lion,PA,437846,31.566666
3,Richboro,PA,627053,26.733333
3,Roaring Spring,PA,176445,31.866666
1,Robinson Township,PA,1229338,28.633333
2,Rochester,PA,170245,30.466666
2,Rosemont,PA,1369558,28.200000
1,Roslyn,PA,808460,26.433333
2,Royersford,PA,808460,26.433333
5,Sayre,PA,62792,32.966666
1,Schnecksville,PA,355245,28.933333
1,Schuylkill Haven,PA,147063,31.666666
15,Scranton,PA,214477,26.866666
4,Selinsgrove,PA,84624,31.666666
2,Sewickley,PA,1399583,30.466666
3,Shamokin,PA,94428,32.066666
3,Shamokin Dam,PA,39672,31.666666
2,Sharon,PA,115655,30.333333
1,Sharon Hill,PA,561098,28.200000
2,Shavertown,PA,321027,29.900000
1,Shenandoah,PA,147063,31.666666
1,Shillington,PA,413491,28.966666
2,Shinglehouse,PA,60704,31.366666
8,Shippensburg,PA,389889,31.233333
5,Shrewsbury,PA,437846,31.566666
3,Sinking Spring,PA,413491,28.966666
12,Somerset,PA,440352,30.966666
8,Souderton,PA,1435513,27.000000
2,South Bethlehem,PA,654512,29.666666
1,South Greensburg,PA,363395,28.866666
1,South Waverly,PA,62792,32.966666
1,South Williamsport,PA,117168,30.600000
1,South York,PA,437846,31.566666
4,Southampton,PA,627053,26.733333
1,Spring City,PA,506575,24.466666
1,Spring Grove,PA,437846,31.566666
2,Springfield,PA,561098,28.200000
1,St. Lawrence,PA,413491,28.966666
4,St. Marys,PA,31550,30.966666
1,St.Marys,PA,31550,30.966666
1,Star Junction,PA,135660,33.300000
12,State College,PA,155171,27.266666
3,Strafford,PA,1876133,28.200000
6,Stroudsburg,PA,168798,29.266666
1,Sunbury,PA,94428,32.066666
4,Tamaqua,PA,212069,31.666666
1,Tarentum,PA,1229338,28.633333
1,Temple,PA,413491,28.966666
3,Thorndale,PA,506575,24.466666
15,Titusville,PA,183016,31.266666
3,Towanda,PA,62792,32.966666
6,Trevose,PA,627053,26.733333
2,Trexlertown,PA,355245,28.933333
2,Troy,PA,105369,32.966666
6,Tunkhannock,PA,349152,30.966666
6,Tyrone,PA,328235,31.866666
4,Union City,PA,368244,29.733333
12,Uniontown,PA,135660,33.300000
6,Upper Darby,PA,561098,28.200000
3,Upper Pottsgrove,PA,1728526,28.966666
1,Valley,PA,506575,24.466666
2,Verona,PA,1229338,28.633333
3,Walnutport,PA,299267,29.666666
2,Warminster,PA,627053,26.733333
4,Warren,PA,41146,30.033333
3,Warrington,PA,627053,26.733333
12,Washington,PA,208716,29.000000
2,Waterfall,PA,60715,30.500000
6,Wayne,PA,1876133,28.200000
5,Waynesboro,PA,151275,31.233333
12,Waynesburg,PA,246801,30.000000
2,Wellsboro,PA,42577,31.300000
11,West Chester,PA,1067673,28.200000
1,West Conshohocken,PA,808460,26.433333
4,West Hazleton,PA,533096,31.666666
1,West Lawn,PA,413491,28.966666
2,West Leechburg,PA,431804,31.700000
4,West Mifflin,PA,1229338,28.633333
2,West View,PA,1229338,28.633333
4,Wexford,PA,1229338,28.633333
3,White Haven,PA,386033,30.733333
6,White Oak,PA,1592733,28.966666
10,Whitehall,PA,355245,28.933333
16,Wilkes Barre,PA,321027,29.900000
4,Wilkinsburg,PA,1229338,28.633333
10,Williamsport,PA,117168,30.600000
5,Willow Grove,PA,808460,26.433333
2,Willow Street,PA,526823,29.300000
3,Wind Gap,PA,299267,29.666666
4,Windber,PA,218541,34.200000
2,Womelsdorf,PA,548742,31.000000
2,Woodlyn,PA,561098,28.200000
1,Wyncote,PA,808460,26.433333
2,Wyoming,PA,321027,29.900000
3,Wyomissing,PA,413491,28.966666
1,Wyommising Town,PA,413491,28.966666
1,Yeadon Borough,PA,561098,28.200000
28,York,PA,437846,31.566666
1,Bristol,RI,49144,22.733333
2,Central Falls,RI,628323,27.233333
10,Coventry,RI,793166,27.366666
10,Cranston,RI,628323,27.233333
3,Cumberland,RI,628323,27.233333
1,East Greenwich,RI,164843,27.366666
6,East Providence,RI,628323,27.233333
2,Greenville,RI,628323,27.233333
5,Johnston,RI,628323,27.233333
2,Lincoln,RI,628323,27.233333
6,Middletown,RI,82036,23.666666
1,N.Smithfield,RI,628323,27.233333
1,Newport,RI,82036,23.666666
8,North Kingstown,RI,290789,27.366666
2,North Providence,RI,628323,27.233333
1,North Scituat,RI,628323,27.233333
1,North Smithfield,RI,628323,27.233333
7,Pawtucket,RI,628323,27.233333
18,Providence,RI,628323,27.233333
1,Richmond,RI,125946,23.700000
3,Smithfield,RI,628323,27.233333
5,Wakefield,RI,125946,23.700000
4,Warren,RI,49144,22.733333
17,Warwick,RI,164843,27.366666
1,West Warwick,RI,164843,27.366666
8,Westerly,RI,125946,23.700000
7,Woonsocket,RI,628323,27.233333
1,Wyoming,RI,125946,23.700000
4,Abbeville,SC,25101,33.033333
17,Aiken,SC,162812,32.066666
2,Allendale,SC,9988,34.366666
22,Anderson,SC,189355,30.800000
4,Andrews,SC,93809,38.633333
3,Aynor,SC,282285,29.400000
3,Bamberg,SC,15763,38.300000
6,Barnwell,SC,22212,35.233333
12,Batesburg-Leesville,SC,453111,32.300000
11,Beaufort,SC,168049,24.766666
12,Belton,SC,682061,33.033333
4,Bennettsville,SC,28145,38.400000
10,Bishopville,SC,80997,36.533333
5,Blacksburg,SC,290297,31.266666
4,Bluffton,SC,168049,24.766666
7,Blythewood,SC,417193,36.766666
2,Boiling Springs,SC,288745,30.033333
2,Bowman,SC,233972,37.466666
14,Camden,SC,80997,36.533333
8,Cayce,SC,377645,38.300000
2,Central,SC,309025,30.800000
12,Chapin,SC,701812,34.500000
59,Charleston,SC,697439,36.166666
1,Charleston Afb,SC,365162,28.966666
5,Cheraw,SC,46103,34.166666
4,Chesnee,SC,344407,31.266666
11,Chester,SC,267181,32.300000
1,Clearwater,SC,162812,32.066666
13,Clemson,SC,309025,30.800000
7,Clinton,SC,66223,34.833333
4,Clover,SC,234635,29.900000
84,Columbia,SC,664236,31.366666
11,Conway,SC,282285,29.400000
5,Darlington,SC,68139,34.400000
2,Denmark,SC,15763,38.300000
6,Dillon,SC,31446,36.700000
8,Duncan,SC,288745,30.033333
10,Easley,SC,309025,30.800000
4,Edgefield,SC,36290,34.400000
3,Enoree,SC,383220,34.866666
55,Florence,SC,206087,34.533333
2,Fort Jackson,SC,393830,31.200000
8,Fort Mill,SC,234635,29.900000
4,Fountain Inn,SC,533828,34.833333
10,Gaffney,SC,55662,31.266666
2,Garden City,SC,342474,33.966666
2,Gaston,SC,285316,36.533333
12,Georgetown,SC,93809,38.633333
16,Goose Creek,SC,189781,36.166666
73,Greenville,SC,776630,30.800000
23,Greenwood,SC,94857,33.600000
25,Greer,SC,756350,30.466666
6,Hampton,SC,20726,38.366666
4,Hardeeville,SC,25833,37.666666
19,Hartsville,SC,132896,36.533333
9,Hemingway,SC,231757,38.633333
9,Hilton Head Island,SC,168049,24.766666
4,Holly Hill,SC,281257,37.466666
8,Honea Path,SC,748284,34.833333
5,Inman,SC,288745,30.033333
12,Irmo,SC,664236,31.366666
2,Iva,SC,214456,33.033333
2,James Island,SC,365162,28.966666
5,Johns Island,SC,365162,28.966666
2,Johnsonville,SC,171568,38.633333
4,Kingstree,SC,33620,38.633333
15,Ladson,SC,697439,36.166666
14,Lake City,SC,205925,38.633333
3,Lake Wylie,SC,234635,29.900000
16,Lancaster,SC,111635,32.566666
4,Landrum,SC,756350,30.466666
6,Latta,SC,92048,38.400000
6,Laurens,SC,66223,34.833333
2,Leesville,SC,290299,32.300000
14,Lexington,SC,270406,31.233333
3,Little River,SC,282285,29.400000
4,Loris,SC,282285,29.400000
8,Lugoff,SC,456173,31.433333
3,Lyman,SC,288745,30.033333
11,Manning,SC,142409,35.266666
2,Marietta,SC,587275,29.933333
9,Marion,SC,63903,36.700000
7,Mauldin,SC,467605,29.866666
7,Moncks Corner,SC,189781,36.166666
2,Moonville,SC,656960,30.800000
16,Mount Pleasant,SC,554943,36.166666
7,Mullins,SC,63903,36.700000
2,Murrells Inlet,SC,342474,33.966666
29,Myrtle Beach,SC,282285,29.400000
8,Newberry,SC,37576,34.500000
2,Ninety Six,SC,89649,33.200000
11,North Augusta,SC,162812,32.066666
37,North Charleston,SC,697439,36.166666
8,North Myrtle Beach,SC,282285,29.400000
19,Orangeburg,SC,106386,37.466666
4,Pageland,SC,46103,34.166666
3,Pawleys Island,SC,60189,33.966666
2,Pelzer,SC,656960,30.800000
2,Pendleton,SC,309025,30.800000
4,Pickens,SC,119670,29.500000
19,Piedmont,SC,656960,30.800000
2,Ravenel,SC,507658,30.166666
3,Richburg,SC,32546,32.300000
4,Ridgeland,SC,193882,37.666666
36,Rock Hill,SC,267181,32.300000
2,Roebuck,SC,288745,30.033333
6,Saluda,SC,89649,33.200000
5,Santee,SC,91476,37.466666
9,Seneca,SC,74627,31.200000
1,Shaw Afb,SC,108052,34.700000
18,Simpsonville,SC,533828,34.833333
1,Socastee,SC,282285,29.400000
1,South Congaree,SC,270406,31.233333
47,Spartanburg,SC,344407,31.266666
12,St. George,SC,233972,37.466666
62,Summerville,SC,697439,36.166666
17,Sumter,SC,108052,34.700000
4,Surfside Beach,SC,282285,29.400000
4,Taylors,SC,756350,30.466666
4,Travelers Rest,SC,749890,30.066666
5,Union,SC,28252,34.366666
2,Walhalla,SC,74627,31.200000
10,Walterboro,SC,38153,34.166666
3,Ware Shoals,SC,161080,34.833333
14,West Columbia,SC,270406,31.233333
1,West Union,SC,74627,31.200000
3,Williamston,SC,189355,30.800000
2,Williston,SC,185024,35.233333
10,Winnsboro,SC,417193,36.766666
6,Woodruff,SC,354968,34.833333
6,Yemassee,SC,226928,38.366666
4,York,SC,234635,29.900000
9,Aberdeen,SD,37331,30.933333
2,Belle Fourche,SD,10228,30.500000
3,Beresford,SD,77282,30.700000
2,Black Hawk,SD,130399,28.133333
2,Box Elder,SD,130399,28.133333
1,Brandon,SD,175037,29.433333
10,Brookings,SD,39075,32.433333
2,Chamberlain,SD,5293,33.500000
2,Custer,SD,112686,27.800000
2,Deadwood,SD,128744,27.800000
2,Ellsworth,SD,130399,28.133333
4,Hot Springs,SD,15310,31.466666
5,Huron,SD,20077,33.333333
2,Lead,SD,128744,27.800000
4,Madison,SD,186808,30.866666
4,Milbank,SD,17562,34.333333
12,Mitchell,SD,23146,30.766666
2,Mobridge,SD,5459,31.566666
1,North Sioux City,SD,14855,30.066666
1,Oacoma,SD,3789,34.000000
10,Pierre,SD,18877,33.200000
1,Pine Ridge,SD,14059,37.700000
41,Rapid City,SD,130399,28.133333
3,Redfield,SD,12376,33.366666
47,Sioux Falls,SD,223333,29.433333
2,Sisseton,SD,14974,34.333333
9,Spearfish,SD,34625,30.500000
6,Sturgis,SD,50449,28.066666
3,Vermillion,SD,14131,30.600000
12,Watertown,SD,33524,30.233333
2,Webster,SD,9198,31.933333
2,Winner,SD,5485,33.533333
6,Yankton,SD,22603,30.733333
13,Alcoa,TN,124177,32.900000
4,Algood,TN,132942,33.566666
9,Antioch,TN,648295,31.333333
4,Ardmore,TN,62575,35.333333
2,Arlington,TN,979423,35.366666
13,Ashland City,TN,872034,33.000000
9,Athens,TN,52416,33.566666
4,Atoka,TN,1002469,34.700000
8,Bartlett,TN,940764,34.133333
2,Baxter,TN,92130,32.866666
4,Bellevue,TN,841206,31.333333
1,Blontville,TN,156786,33.766666
2,Bloomingdale,TN,213373,34.266666
1,Blountville,TN,156786,33.766666
5,Bolivar,TN,26533,36.400000
13,Brentwood,TN,841206,31.333333
12,Bristol,TN,156786,33.766666
5,Brownsville,TN,18240,36.233333
6,Bulls Gap,TN,188152,34.466666
2,Calhoun,TN,69102,33.566666
7,Camden,TN,44751,35.266666
5,Carthage,TN,30543,33.733333
6,Centerville,TN,32030,33.233333
61,Chattanooga,TN,373836,31.966666
2,Christiana,TN,327676,33.766666
1,Church Hill,TN,56587,34.166666
34,Clarksville,TN,223739,33.000000
26,Cleveland,TN,463365,32.700000
10,Clinton,TN,75416,31.800000
14,Collierville,TN,979423,35.366666
2,Colonial Heights,TN,281880,33.766666
35,Columbia,TN,305784,34.066666
45,Cookeville,TN,106860,33.566666
1,Copperhill,TN,16686,32.700000
10,Cordova,TN,940764,34.133333
3,Cornersville,TN,93458,35.333333
6,Covington,TN,61705,34.700000
11,Crossville,TN,57029,29.800000
6,Dandridge,TN,144703,32.233333
14,Dayton,TN,45039,34.933333
2,Decatur,TN,64114,33.800000
2,Decherd,TN,40772,33.033333
25,Dickson,TN,92826,33.233333
1,Dover,TN,13297,32.600000
1,Dresden,TN,34793,31.633333
6,Dunlap,TN,27215,34.700000
7,Dyersburg,TN,38255,34.333333
3,East Ridge,TN,345545,31.533333
16,Elizabethton,TN,75590,33.200000
10,Erwin,TN,143329,32.533333
4,Etowah,TN,52416,33.566666
6,Fairview,TN,282563,32.533333
4,Farragut,TN,491104,31.266666
13,Fayetteville,TN,85415,34.666666
34,Franklin,TN,841206,31.333333
10,Gallatin,TN,166123,31.100000
5,Gatlinburg,TN,92512,31.566666
4,Germantown,TN,940764,34.133333
20,Goodlettsville,TN,881349,32.966666
2,Gordonsville,TN,19102,33.100000
12,Gray,TN,281880,33.766666
21,Greeneville,TN,160977,35.233333
2,Hampton,TN,75590,33.200000
11,Harriman,TN,75400,33.733333
3,Hartsville,TN,49395,34.166666
7,Henderson,TN,43704,36.400000
9,Hendersonville,TN,166123,31.100000
18,Hermitage,TN,767256,32.400000
5,Hixson,TN,345545,31.533333
5,Hohenwald,TN,36066,33.233333
18,Humboldt,TN,162905,35.833333
3,Huntingdon,TN,28390,35.266666
1,Hurricane Mills,TN,18275,32.166666
2,Jacksboro,TN,40420,33.833333
35,Jackson,TN,145286,36.400000
8,Jamestown,TN,23040,34.633333
8,Jefferson City,TN,52191,31.400000
2,Jellico,TN,40420,33.833333
3,Joelton,TN,754497,32.966666
55,Johnson City,TN,200684,33.200000
8,Jonesborough,TN,281880,33.766666
5,Kimball,TN,28291,31.733333
41,Kingsport,TN,338467,34.266666
4,Kingston,TN,53469,33.733333
2,Kingston Springs,TN,232182,31.766666
130,Knoxville,TN,707793,32.900000
6,Kodak,TN,586014,32.233333
5,La Follette,TN,40420,33.833333
8,La Vergne,TN,922749,31.666666
4,Lafayette,TN,22498,34.166666
6,Lake City,TN,115836,33.833333
3,Lakeland,TN,979423,35.366666
4,Lavergne,TN,922749,31.666666
24,Lawrenceburg,TN,88154,35.333333
35,Lebanon,TN,420312,33.333333
12,Lenoir City,TN,103262,33.733333
16,Lewisburg,TN,158446,34.666666
13,Lexington,TN,126679,34.833333
5,Livingston,TN,22190,32.566666
12,Loudon,TN,148395,34.666666
1,Louisville,TN,124177,32.900000
9,Madison,TN,648295,31.333333
9,Madisonville,TN,97549,34.266666
7,Manchester,TN,53222,33.766666
11,Martin,TN,66133,32.633333
15,Maryville,TN,169310,34.266666
2,Maynardville,TN,460438,33.200000
3,McKenzie,TN,95524,35.266666
33,McMinnville,TN,72928,34.133333
160,Memphis,TN,940764,34.133333
9,Milan,TN,78016,35.866666
13,Millington,TN,1002469,34.700000
7,Monteagle,TN,82713,33.033333
8,Monterey,TN,170388,34.633333
19,Morristown,TN,114937,32.500000
1,Mosheim,TN,68819,33.733333
1,Mount Carmel,TN,56587,34.166666
21,Mount Juliet,TN,1041710,32.400000
4,Mount Pleasant,TN,165044,35.333333
3,Mountain City,TN,18095,32.200000
1,Munford,TN,61705,34.700000
37,Murfreesboro,TN,393415,32.400000
123,Nashville,TN,999438,33.033333
2,New Tazewell,TN,50863,33.200000
14,Newport,TN,87762,34.566666
27,Oak Ridge,TN,570196,33.733333
1,Oakland,TN,38659,35.366666
2,Ocoee,TN,16686,32.700000
4,Old Hickory,TN,767256,32.400000
6,Oliver Springs,TN,150816,33.733333
4,Oneida,TN,22173,31.833333
6,Ooltewah,TN,345545,31.533333
11,Paris,TN,67134,34.233333
2,Parsons,TN,39696,34.100000
9,Pigeon Forge,TN,92512,31.566666
4,Pikeville,TN,89872,34.700000
6,Piney Flats,TN,281880,33.766666
2,Pleasant View,TN,106202,32.966666
6,Portland,TN,233054,32.966666
10,Powell,TN,516727,31.800000
11,Pulaski,TN,104661,35.333333
4,Red Bank,TN,345545,31.533333
8,Ripley,TN,45958,36.233333
3,Rockwood,TN,132429,33.733333
14,Rogersville,TN,213373,34.266666
1,Rutledge,TN,22706,31.833333
7,Savannah,TN,25950,32.133333
5,Selmer,TN,26180,35.233333
15,Sevierville,TN,144703,32.233333
8,Seymour,TN,216689,32.900000
20,Shelbyville,TN,326366,34.666666
6,Signal Mountain,TN,388259,34.700000
5,Smithville,TN,72551,34.133333
11,Smyrna,TN,274454,31.500000
3,Sneedville,TN,95043,34.166666
21,Soddy Daisy,TN,372760,34.700000
22,Sparta,TN,180869,33.400000
4,Spring City,TN,45039,34.933333
15,Spring Hill,TN,305784,34.066666
9,Springfield,TN,66931,32.966666
21,Sweetwater,TN,301945,34.666666
8,Tazewell,TN,38456,32.200000
1,Townsend,TN,124177,32.900000
3,Trenton,TN,49626,35.833333
29,Tullahoma,TN,145906,34.666666
12,Union City,TN,66133,32.633333
2,Vonore,TN,94926,34.266666
1,Wartburg,TN,21931,32.433333
5,Waverly,TN,26688,33.166666
4,Waynesboro,TN,28892,32.666666
2,White Bluff,TN,89652,32.533333
12,White House,TN,233054,32.966666
4,White Pine,TN,114937,32.500000
2,Whitwell,TN,42714,34.700000
2,Wildersville,TN,56413,35.633333
9,Winchester,TN,47111,33.333333
3,Woodbury,TN,53650,34.133333
37,Abilene,TX,170319,31.100000
3,Addison,TX,2453843,30.633333
4,Alamo,TX,806552,30.666666
4,Alice,TX,41754,30.900000
12,Allen,TX,834642,26.666666
1,Alleyton,TX,20696,29.533333
2,Alvarado,TX,153441,31.666666
13,Alvin,TX,625253,29.933333
70,Amarillo,TX,247417,32.966666
1,Anahuac,TX,36196,29.966666
2,Andrews,TX,16117,30.300000
6,Angleton,TX,324769,29.066666
1,Anna,TX,834642,26.666666
1,Annaville,TX,347691,30.233333
4,Anthony,TX,827398,26.033333
9,Aransas Pass,TX,437109,30.233333
1,Archer City,TX,8735,29.600000
60,Arlington,TX,1880153,28.866666
2,Atascocita,TX,4253700,29.400000
4,Athens,TX,79094,28.000000
5,Atlanta,TX,30166,30.233333
154,Austin,TX,1551816,28.333333
16,Azle,TX,2060297,31.233333
2,Bacliff,TX,300484,29.933333
6,Balch Springs,TX,2453843,30.633333
1,Ballinger,TX,10449,32.333333
7,Bastrop,TX,74763,31.100000
4,Bay City,TX,36547,29.900000
36,Baytown,TX,4289896,29.966666
26,Beaumont,TX,251813,32.666666
13,Bedford,TX,1880153,28.866666
2,Bee Cave,TX,1264574,30.300000
5,Beeville,TX,44191,29.833333
2,Bellaire,TX,4253700,29.400000
4,Bellmead,TX,238707,30.466666
4,Belton,TX,323037,29.600000
8,Benbrook,TX,1999865,31.233333
8,Big Spring,TX,36667,31.533333
15,Boerne,TX,1936044,29.500000
5,Bonham,TX,33831,30.866666
4,Borger,TX,21922,31.700000
4,Bowie,TX,28548,29.900000
7,Brady,TX,14556,30.033333
2,Breckenridge,TX,27803,29.933333
15,Brenham,TX,62711,30.433333
3,Bridge City,TX,82977,31.233333
2,Bridgeport,TX,69415,30.633333
4,Brookshire,TX,671650,31.633333
4,Brownfield,TX,12613,31.066666
33,Brownsville,TX,1222109,30.666666
7,Brownwood,TX,37825,31.333333
15,Bryan,TX,217210,31.300000
1,Buckingham,TX,2453843,30.633333
15,Buda,TX,1303308,31.766666
2,Bulverde,TX,1900088,29.500000
1,Buna,TX,35923,30.433333
2,Burkburnett,TX,131559,31.633333
20,Burleson,TX,2033594,31.666666
4,Burnet,TX,62533,28.833333
2,Caldwell,TX,17291,31.766666
1,Cameron,TX,24157,31.400000
2,Canadian,TX,9706,30.133333
4,Canton,TX,52427,30.866666
4,Canyon,TX,125082,27.633333
1,Canyon Lake,TX,114384,28.600000
2,Carrizo Springs,TX,10461,30.166666
38,Carrollton,TX,3995789,30.633333
3,Carthage,TX,24020,30.733333
1,Castle Hills,TX,1785704,29.500000
4,Castroville,TX,1832469,30.000000
2,Cedar Creek,TX,1170347,31.100000
15,Cedar Hill,TX,2607812,30.633333
25,Cedar Park,TX,1551816,28.333333
3,Center,TX,26019,32.333333
1,Centerville,TX,16803,30.366666
2,Chandler,TX,131521,30.866666
6,Channelview,TX,4253700,29.400000
2,Childress,TX,7029,29.866666
3,Clarendon,TX,8835,30.666666
2,Clarksville,TX,12694,31.166666
2,Clear Lake City,TX,4253700,29.400000
1,Clear Lake Shores,TX,300484,29.933333
20,Cleburne,TX,214083,31.666666
16,Cleveland,TX,607274,32.500000
3,Clifton,TX,130471,32.300000
2,Clute,TX,324769,29.066666
1,Coleman,TX,8675,28.433333
15,College Station,TX,200665,29.766666
1,Colorado City,TX,9336,30.533333
5,Columbus,TX,45391,29.533333
2,Comfort,TX,85742,29.100000
5,Commerce,TX,92408,31.500000
21,Conroe,TX,485047,28.800000
3,Converse,TX,1785704,29.500000
15,Coppell,TX,3161147,30.633333
16,Copperas Cove,TX,97338,30.266666
4,Corinth,TX,707304,30.100000
47,Corpus Christi,TX,347691,30.233333
8,Corsicana,TX,47979,32.333333
2,Cotulla,TX,7109,29.800000
3,Crockett,TX,23161,30.466666
5,Crosby,TX,4253700,29.400000
4,Crowley,TX,2033594,31.666666
2,Crystal City,TX,22422,30.400000
2,Cuero,TX,20465,29.066666
11,Cypress,TX,4253700,29.400000
1,Daingerfield,TX,12787,31.433333
3,Dalhart,TX,13140,31.133333
250,Dallas,TX,5875942,30.633333
6,Dayton,TX,112767,31.166666
24,Decatur,TX,825989,31.833333
6,Deer Park,TX,4253700,29.400000
9,Del Rio,TX,48705,29.100000
7,Denison,TX,121935,28.166666
21,Denton,TX,707304,30.100000
2,Denver City,TX,8075,30.266666
7,DeSoto,TX,2453843,30.633333
3,Dfw Airport,TX,4333996,30.633333
1,Diboll,TX,87597,31.566666
6,Dickinson,TX,300484,29.933333
1,Dimmitt,TX,8164,30.033333
3,Donna,TX,806552,30.666666
3,Dripping Springs,TX,1275229,30.300000
7,Dumas,TX,22313,31.333333
7,Duncanville,TX,2453843,30.633333
7,Eagle Pass,TX,55365,30.333333
2,Eastland,TX,18421,30.733333
13,Edinburg,TX,806552,30.666666
2,Edna,TX,14255,30.966666
9,El Campo,TX,77832,30.566666
106,El Paso,TX,827398,26.033333
12,Elgin,TX,1643180,31.666666
3,Elmendorf,TX,1876520,30.533333
3,Elsa,TX,806552,30.666666
14,Ennis,TX,201948,32.333333
8,Euless,TX,1880153,28.866666
1,Fabens,TX,827398,26.033333
5,Fairfield,TX,19515,31.333333
3,Falfurrias,TX,7161,29.500000
7,Farmers Branch,TX,2453843,30.633333
2,Flatonia,TX,99458,31.100000
4,Floresville,TX,90816,30.533333
1,Flour Bluff,TX,347691,30.233333
14,Flower Mound,TX,2587457,30.100000
2,Forest Hill,TX,1880153,28.866666
3,Forney,TX,189774,34.766666
1,Fort Bliss,TX,827398,26.033333
10,Fort Hood,TX,400268,30.100000
3,Fort Sam Houston,TX,1785704,29.500000
4,Fort Stockton,TX,15619,30.000000
98,Fort Worth,TX,1999865,31.233333
8,Fredericksburg,TX,84197,29.233333
2,Freeport,TX,324769,29.066666
2,Fresno,TX,952062,29.066666
35,Friendswood,TX,4878953,29.933333
19,Frisco,TX,1541946,30.100000
11,Gainesville,TX,160623,31.833333
1,Galena Park,TX,4253700,29.400000
11,Galveston,TX,300484,29.933333
36,Garland,TX,3288485,30.633333
5,Gatesville,TX,400268,30.100000
1,George West,TX,11664,29.600000
10,Georgetown,TX,456232,28.333333
9,Giddings,TX,116059,31.666666
4,Gilmer,TX,39995,30.833333
3,Gladewater,TX,377474,31.866666
1,Glen Rose,TX,8598,29.366666
2,Glenn Heights,TX,2607812,30.633333
2,Gonzales,TX,20045,31.533333
1,Goodfellow Afb,TX,113281,29.533333
7,Graham,TX,55659,29.933333
16,Granbury,TX,333795,31.700000
43,Grand Prairie,TX,4333996,30.633333
20,Grapevine,TX,4333996,30.633333
8,Greenville,TX,87079,31.500000
3,Groves,TX,251813,32.666666
10,Gun Barrel City,TX,238274,34.766666
3,Gunbarrel,TX,238274,34.766666
2,Halletsville,TX,44163,29.533333
1,Hallsville,TX,67450,32.733333
6,Haltom City,TX,1880153,28.866666
1,Hankamer,TX,36196,29.966666
4,Harker Heights,TX,323037,29.600000
18,Harlingen,TX,415557,28.366666
2,Haslet,TX,2587457,30.100000
4,Hearne,TX,217210,31.300000
3,Helotes,TX,1853006,30.033333
4,Hempstead,TX,44357,31.633333
5,Henderson,TX,78046,32.500000
7,Hereford,TX,27524,31.000000
1,Hewitt,TX,238707,30.466666
2,Hidalgo,TX,806552,30.666666
1,Highlands,TX,4253700,29.400000
6,Hillsboro,TX,35115,32.300000
1,Hitchcock,TX,300484,29.933333
3,Hockley,TX,4783104,31.633333
2,Hondo,TX,46765,29.633333
504,Houston,TX,4880993,29.400000
26,Humble,TX,4253700,29.400000
13,Huntsville,TX,95534,32.033333
9,Hurst,TX,1880153,28.866666
2,Hutchins,TX,2453843,30.633333
3,Hutto,TX,1551816,28.333333
1,Ingleside,TX,65600,29.933333
1,Iowa Park,TX,131559,31.633333
36,Irving,TX,2453843,30.633333
1,Italy,TX,153969,30.033333
5,Jacksonville,TX,51206,32.466666
5,Jasper,TX,35923,30.433333
2,Jefferson,TX,77774,32.733333
1,Jersey Village,TX,4253700,29.400000
2,Junction,TX,6800,29.933333
41,Katy,TX,4925350,31.633333
3,Kaufman,TX,106753,34.766666
6,Keller,TX,1880153,28.866666
2,Kemah,TX,300484,29.933333
6,Kenedy,TX,55111,30.533333
1,Kermit,TX,7330,31.200000
17,Kerrville,TX,74939,29.666666
19,Kilgore,TX,391505,32.800000
19,Killeen,TX,323037,29.600000
7,Kingsville,TX,32025,30.333333
17,Kingwood,TX,4738747,29.533333
3,Kyle,TX,1303308,31.766666
2,La Feria,TX,415557,28.366666
2,La Grange,TX,24695,29.066666
1,La Joya,TX,806552,30.666666
4,La Marque,TX,300484,29.933333
6,La Porte,TX,4253700,29.400000
2,Lackland Afb,TX,1785704,29.500000
2,Lacy Lakeview,TX,238707,30.466666
8,Lake Jackson,TX,324769,29.066666
5,Lake Worth,TX,1880153,28.866666
3,Lakeway,TX,1095584,26.466666
5,Lamesa,TX,18657,30.633333
6,Lampasas,TX,63555,30.100000
6,Lancaster,TX,2607812,30.633333
