ff,city,state,pop,obese
1,Riverside,NJ,451336,27.000000
2,Robbinsville,NJ,997687,25.466666
1,Rochelle Park,NJ,918888,23.166666
5,Rockaway,NJ,497999,23.000000
4,Roselle,NJ,543976,23.933333
3,Roselle Park,NJ,543976,23.933333
4,Rutherford,NJ,1421773,25.133333
4,Saddle Brook,NJ,918888,23.166666
1,Salem,NJ,65774,31.100000
2,Scotch Plains,NJ,543976,23.933333
1,Seaville,NJ,96304,25.500000
6,Secaucus,NJ,652302,24.633333
1,Short Hills,NJ,787744,26.066666
6,Sicklerville,NJ,803125,27.466666
1,Silverton,NJ,580470,26.600000
1,Somerdale,NJ,513539,27.233333
4,Somers Point,NJ,275422,27.166666
6,Somerset,NJ,327707,23.000000
4,Somerville,NJ,454757,23.000000
4,South Amboy,NJ,823041,24.466666
3,South Brunswick,NJ,823041,24.466666
2,South Hackensack,NJ,918888,23.166666
1,South Orange,NJ,787744,26.066666
10,South Plainfield,NJ,1367017,24.466666
1,Sparta,NJ,147442,26.266666
1,Springfield,NJ,543976,23.933333
3,Succasunna,NJ,497999,23.000000
4,Swedesboro,NJ,355360,31.100000
1,Teaneck,NJ,918888,23.166666
1,Thorofare,NJ,289586,27.166666
3,Tinton Falls,NJ,629384,23.533333
17,Toms River,NJ,580470,26.600000
17,Trenton,NJ,1449023,27.000000
13,Turnersville,NJ,803125,27.466666
18,Union,NJ,1331720,26.066666
2,Union Beach,NJ,1452425,24.466666
4,Union City,NJ,652302,24.633333
1,Vernon,NJ,147442,26.266666
30,Vineland,NJ,722793,31.000000
11,Voorhees,NJ,964875,27.233333
1,Waldwick,NJ,918888,23.166666
7,Wall,NJ,629384,23.533333
2,Watchung,NJ,871683,23.933333
11,Wayne,NJ,502885,25.133333
1,Weehawken,NJ,652302,24.633333
4,West Berlin,NJ,513539,27.233333
4,West Caldwell,NJ,1290629,26.066666
2,West Long Branch,NJ,629384,23.533333
1,West Milford,NJ,502885,25.133333
5,West New York,NJ,652302,24.633333
4,West Orange,NJ,787744,26.066666
1,West Paterson,NJ,502885,25.133333
1,Westfield,NJ,543976,23.933333
1,Westmont,NJ,513539,27.233333
1,White House Station,NJ,127050,22.366666
4,Wildwood,NJ,96304,25.500000
6,Williamstown,NJ,565008,27.566666
4,Willingboro,NJ,451336,27.000000
1,Wood Ridge,NJ,918888,23.166666
8,Woodbridge,NJ,823041,24.466666
3,Woodbury,NJ,289586,27.166666
2,Woodbury Heights,NJ,289586,27.166666
2,Woodstown,NJ,355360,31.100000
8,Wrightstown,NJ,1080720,27.000000
1,Wyckoff,NJ,918888,23.166666
1,Acoma,NM,27334,29.866666
8,Alamogordo,NM,66041,25.533333
112,Albuquerque,NM,750091,27.466666
3,Artesia,NM,54419,28.633333
3,Aztec,NM,128529,28.833333
1,Bayard,NM,29388,24.400000
4,Belen,NM,76631,27.466666
4,Bernalillo,NM,135588,25.233333
1,Bloomfield,NM,128529,28.833333
2,Bosque Farm,NM,750091,27.466666
2,Cannon Afb,NM,49938,27.533333
6,Carlsbad,NM,54419,28.633333
1,Casa Blanca,NM,27334,29.866666
2,Clayton,NM,5138,26.533333
8,Clovis,NM,49938,27.533333
1,Cuba,NM,135588,25.233333
5,Deming,NM,25041,26.433333
3,Edgewood,NM,835856,25.866666
13,Espanola,NM,186693,24.966666
14,Farmington,NM,128529,28.833333
18,Gallup,NM,73016,32.800000
7,Grants,NM,100350,32.800000
8,Hobbs,NM,66338,30.300000
1,Holloman Afb,NM,66041,25.533333
1,Kirtland,NM,128529,28.833333
27,Las Cruces,NM,214445,25.800000
5,Las Vegas,NM,28891,23.766666
2,Lordsburg,NM,4794,25.500000
5,Los Alamos,NM,153747,25.233333
8,Los Lunas,NM,76631,27.466666
3,Lovington,NM,66338,30.300000
4,Moriarty,NM,162396,25.866666
3,Portales,NM,20419,26.766666
3,Raton,NM,13223,23.966666
19,Rio Rancho,NM,809048,25.233333
9,Roswell,NM,65784,28.766666
5,Ruidoso,NM,20309,23.200000
16,Santa Fe,NM,146375,18.066666
4,Santa Rosa,NM,4603,25.666666
1,Santa Teresa,NM,214445,25.800000
4,Shiprock,NM,128529,28.833333
5,Silver City,NM,29388,24.400000
5,Socorro,NM,17603,26.533333
6,Taos,NM,32779,21.033333
3,Truth Or Consequences,NM,11895,24.933333
3,Tucumcari,NM,8769,25.266666
2,Battle Mountain,NV,7942,26.833333
6,Boulder City,NV,2000759,25.833333
1,Carlin,NV,51216,30.000000
31,Carson City,NV,583069,29.100000
2,Carson Valley,NV,101834,24.066666
4,Dayton,NV,55262,29.100000
7,Elko,NV,51216,30.000000
1,Ely,NV,10042,27.400000
5,Fallon,NV,24375,28.866666
5,Fernley,NV,75702,29.333333
4,Gardnerville,NV,46996,23.466666
1,Hawthorne,NV,4653,29.000000
43,Henderson,NV,2000759,25.833333
1,Imlay,NV,6749,28.266666
1,Jean,NV,2000759,25.833333
289,Las Vegas,NV,2000759,25.833333
5,Laughlin,NV,2000759,25.833333
1,Lovelock,NV,6749,28.266666
5,Mesquite,NV,2000759,25.833333
1,Mount Rose,NV,429908,23.800000
1,Nellis Afb,NV,2000759,25.833333
29,North Las Vegas,NV,2000759,25.833333
1,Overton,NV,2000759,25.833333
5,Pahrump,NV,42963,28.833333
2,Paradise,NV,2000759,25.833333
4,Primm,NV,2000759,25.833333
59,Reno,NV,433843,24.333333
1,Searchlight,NV,2000759,25.833333
18,Sparks,NV,433843,24.333333
1,Stateline,NV,46996,23.466666
2,Sun Valley,NV,429908,23.800000
1,Tonopah,NV,42963,28.833333
2,Verdi,NV,429908,23.800000
1,Wendover,NV,51216,30.000000
2,West Wendover,NV,51216,30.000000
6,Winnemucca,NV,23797,28.433333
1,Yerington,NV,51327,29.100000
1,Adams,NY,120262,28.633333
1,Airmont,NY,317757,25.100000
3,Akron,NY,1194187,27.866666
28,Albany,NY,305455,25.233333
3,Albion,NY,42836,29.033333
6,Alden,NY,1020955,28.033333
2,Alfred,NY,48357,28.066666
15,Amherst,NY,919086,27.633333
6,Amityville,NY,2848506,25.233333
32,Amsterdam,NY,482123,28.000000
2,Angola,NY,919086,27.633333
2,Apalachin,NY,248538,28.066666
2,Arcade,NY,121350,28.033333
5,Astoria,NY,2272771,23.566666
2,Attica,NY,101869,28.033333
14,Auburn,NY,546404,27.366666
2,Avon,NY,812623,28.633333
4,Baldwin,NY,1349233,22.766666
6,Baldwinsville,NY,546404,27.366666
2,Ballston Spa,NY,222133,25.866666
5,Batavia,NY,59977,27.433333
3,Bath,NY,99063,29.166666
7,Bay Shore,NY,1499273,25.233333
5,Bayside,NY,2272771,23.566666
1,Bedford Hills,NY,961670,19.966666
2,Bellerose,NY,2272771,23.566666
1,Bethpage,NY,1349233,22.766666
16,Binghamton,NY,198060,28.066666
5,Blasdell,NY,919086,27.633333
1,Blue Point,NY,1499273,25.233333
2,Bohemia,NY,1499273,25.233333
2,Brentwood,NY,1499273,25.233333
2,Brewerton,NY,466852,27.366666
4,Brewster,NY,1061277,28.366666
12,Brockport,NY,790649,29.200000
92,Bronx,NY,3989233,27.100000
128,Brooklyn,NY,2565635,24.366666
33,Buffalo,NY,919086,27.633333
1,Cairo,NY,48673,28.100000
1,Calcium,NY,120262,28.633333
2,Cambria Heights,NY,2272771,23.566666
3,Camden,NY,382480,31.166666
6,Canandaigua,NY,108519,26.633333
2,Canastota,NY,305938,27.233333
3,Canton,NY,112232,29.133333
1,Carle Place,NY,1349233,22.766666
3,Carmel,NY,99607,28.366666
2,Carthage,NY,147486,28.633333
3,Catskill,NY,48673,28.100000
2,Cazenovia,NY,539234,27.366666
2,Center Moriches,NY,1499273,25.233333
7,Centereach,NY,1499273,25.233333
3,Central Islip,NY,1499273,25.233333
6,Central Square,NY,588552,31.166666
1,Central Valley,NY,374512,25.166666
1,Champlain,NY,81654,28.033333
12,Cheektowaga,NY,919086,27.633333
2,Chester,NY,374512,25.166666
4,Chittenango,NY,539234,27.366666
6,Cicero,NY,466852,27.366666
1,Clarence,NY,919086,27.633333
1,Clay,NY,466852,27.366666
10,Clifton Park,NY,222133,25.866666
1,Clinton,NY,233556,27.233333
11,Cobleskill,NY,93808,27.900000
1,Cohoes,NY,305455,25.233333
2,Colonie,NY,305455,25.233333
5,Commack,NY,1499273,25.233333
2,Cooperstown,NY,61709,27.066666
3,Copiague,NY,1499273,25.233333
2,Coram,NY,1499273,25.233333
2,Corfu,NY,979063,27.633333
9,Corning,NY,187974,29.166666
2,Cornwall,NY,437011,25.200000
3,Corona,NY,2272771,23.566666
16,Cortland,NY,231580,26.433333
7,Dansville,NY,212230,29.166666
4,De Witt,NY,466852,27.366666
2,Deer Park,NY,1499273,25.233333
2,Delhi,NY,47276,26.333333
2,Delmar,NY,305455,25.233333
8,Depew,NY,919086,27.633333
2,Deposit,NY,245336,28.066666
1,Derby,NY,919086,27.633333
1,Douglaston,NY,2272771,23.566666
1,Dover Plains,NY,297322,26.466666
4,Dryden,NY,152028,26.433333
1,Dunkirk,NY,133539,27.100000
3,East Aurora,NY,919086,27.633333
2,East Elmhurst,NY,2272771,23.566666
2,East Farmingdale,NY,2848506,25.233333
5,East Greenbush,NY,159835,26.966666
6,East Meadow,NY,1349233,22.766666
3,East Northport,NY,1499273,25.233333
1,East Patchogue,NY,1499273,25.233333
2,East Rochester,NY,747813,28.633333
1,East Rockaway,NY,1349233,22.766666
1,East Setauket,NY,1499273,25.233333
2,East Syracuse,NY,466852,27.366666
3,Ellenville,NY,181791,26.533333
7,Elmhurst,NY,2272771,23.566666
11,Elmira,NY,88911,27.066666
10,Elmont,NY,3622004,23.566666
4,Elmsford,NY,961670,19.966666
6,Endicott,NY,248538,28.066666
6,Endwell,NY,248538,28.066666
1,Evans,NY,919086,27.633333
2,Evans Mills,NY,120262,28.633333
4,Fairport,NY,840775,29.033333
1,Falconer,NY,133539,27.100000
4,Far Rockaway,NY,3622004,23.566666
12,Farmingdale,NY,2848506,25.233333
2,Farmington,NY,108519,26.633333
3,Farmingville,NY,1499273,25.233333
2,Fayetteville,NY,466852,27.366666
13,Fishkill,NY,396929,28.366666
5,Floral Park,NY,3622004,23.566666
23,Flushing,NY,2272771,23.566666
5,Forest Hills,NY,2272771,23.566666
4,Fort Edward,NY,285067,27.400000
1,Fort Hamilton,NY,2565635,24.366666
1,Frankfort,NY,64508,29.766666
3,Franklin Square,NY,1349233,22.766666
4,Fredonia,NY,133539,27.100000
2,Freeport,NY,1349233,22.766666
10,Fulton,NY,588552,31.166666
1,Fultonville,NY,49941,27.533333
9,Garden City,NY,3622004,23.566666
1,Gates,NY,747813,28.633333
7,Geneseo,NY,64810,27.333333
18,Geneva,NY,169168,28.266666
1,Getzville,NY,919086,27.633333
4,Glen Cove,NY,1349233,22.766666
1,Glen Oaks,NY,2272771,23.566666
1,Glendale,NY,2272771,23.566666
2,Glenmont,NY,305455,25.233333
6,Glens Falls,NY,128472,27.966666
6,Glenville,NY,377257,26.933333
3,Gloversville,NY,54925,27.466666
2,Goshen,NY,374512,25.166666
2,Gouverneur,NY,232494,29.133333
3,Gowanda,NY,998544,27.800000
4,Grand Island,NY,919086,27.633333
1,Granville,NY,62934,27.400000
3,Greece,NY,747813,28.633333
4,Greenvale,NY,1349233,22.766666
1,Greenwich,NY,62934,27.400000
1,Guilderland,NY,305455,25.233333
1,Halfmoon,NY,222133,25.866666
6,Hamburg,NY,919086,27.633333
2,Hamilton,NY,72382,26.466666
2,Hampton Bays,NY,1499273,25.233333
2,Hancock,NY,245336,28.066666
1,Hartsdale,NY,961670,19.966666
6,Hauppauge,NY,1499273,25.233333
1,Haverstraw,NY,317757,25.100000
1,Hawthorne,NY,961670,19.966666
8,Hempstead,NY,1349233,22.766666
3,Henrietta,NY,747813,28.633333
5,Herkimer,NY,64508,29.766666
1,Hewlett,NY,1349233,22.766666
9,Hicksville,NY,1349233,22.766666
2,Highland,NY,181791,26.533333
1,Highland Falls,NY,374512,25.166666
1,Hillside,NY,2272771,23.566666
1,Hilton,NY,747813,28.633333
2,Hollis,NY,2272771,23.566666
1,Holtsville,NY,1499273,25.233333
1,Hoosick Falls,NY,159835,26.966666
2,Hopewell Junction,NY,396929,28.366666
5,Hornell,NY,147420,29.166666
5,Horseheads,NY,88911,27.066666
6,Howard Beach,NY,4838406,24.366666
5,Hudson,NY,62499,25.000000
6,Huntington,NY,1499273,25.233333
4,Huntington Station,NY,1499273,25.233333
1,Hyde Park,NY,297322,26.466666
1,Illion,NY,64508,29.766666
2,Irondequoit,NY,747813,28.633333
3,Irving,NY,1132083,27.800000
1,Islandia,NY,1499273,25.233333
1,Islip,NY,1499273,25.233333
10,Ithaca,NY,220131,29.166666
5,Jackson Heights,NY,2272771,23.566666
26,Jamaica,NY,2272771,23.566666
10,Jamestown,NY,133539,27.100000
5,Jericho,NY,1349233,22.766666
5,Johnson City,NY,198060,28.066666
9,Johnstown,NY,104866,28.000000
3,Kenmore,NY,919086,27.633333
2,Kew Gardens,NY,2272771,23.566666
9,Kingston,NY,1100877,27.633333
1,La Grangeville,NY,297322,26.466666
1,Lackawana,NY,919086,27.633333
1,Lafayette,NY,466852,27.366666
2,Lake George,NY,65538,27.966666
2,Lake Grove,NY,1499273,25.233333
1,Lake Mohegan,NY,961670,19.966666
1,Lake Placid,NY,38961,26.766666
3,Lake Ronkonkoma,NY,1499273,25.233333
1,Lakeville,NY,64810,27.333333
3,Lakewood,NY,133539,27.100000
6,Latham,NY,305455,25.233333
8,Lawrence,NY,3622004,23.566666
9,Le Roy,NY,872600,28.633333
5,Levittown,NY,1349233,22.766666
5,Liberty,NY,76793,27.100000
6,Lindenhurst,NY,1499273,25.233333
2,Little Falls,NY,64508,29.766666
3,Little Neck,NY,2272771,23.566666
13,Liverpool,NY,466852,27.366666
6,Lockport,NY,215124,27.866666
4,Long Beach,NY,1349233,22.766666
4,Long Island City,NY,2272771,23.566666
1,Loudonville,NY,305455,25.233333
2,Lowville,NY,91732,29.766666
5,Lynbrook,NY,1349233,22.766666
3,Lyons,NY,236786,29.300000
3,Macedon,NY,840775,29.033333
2,Mahopac,NY,1061277,28.366666
1,Malden On Hudson,NY,181791,26.533333
3,Malone,NY,51795,27.566666
3,Malta,NY,222133,25.866666
1,Mamaroneck,NY,961670,19.966666
1,Manchester,NY,108519,26.633333
2,Manlius,NY,539234,27.366666
1,Manorville,NY,1499273,25.233333
2,Maspeth,NY,2272771,23.566666
12,Massapequa,NY,2848506,25.233333
7,Massena,NY,112232,29.133333
1,Mattituck,NY,1499273,25.233333
1,Mattydale,NY,466852,27.366666
1,McGraw,NY,49474,26.433333
2,Mechanicville,NY,381968,26.966666
2,Medford,NY,1499273,25.233333
6,Medina,NY,102813,29.033333
2,Melville,NY,1499273,25.233333
1,Menands,NY,305455,25.233333
5,Merrick,NY,1349233,22.766666
1,Mexico,NY,121700,31.166666
1,Middle Island,NY,1499273,25.233333
3,Middle Village,NY,2272771,23.566666
22,Middletown,NY,451305,27.100000
2,Miller Place,NY,1499273,25.233333
2,Millerton,NY,359821,26.466666
2,Mineola,NY,1349233,22.766666
4,Monroe,NY,374512,25.166666
1,Montebello,NY,317757,25.100000
2,Montgomery,NY,374512,25.166666
6,Monticello,NY,76793,27.100000
1,Mount Kisco,NY,961670,19.966666
1,Mount Morris,NY,64810,27.333333
6,Mount Vernon,NY,2370143,27.100000
3,Munsons Corners,NY,231580,26.433333
6,Nanuet,NY,317757,25.100000
1,Nedrow,NY,466852,27.366666
1,Nesconset,NY,1499273,25.233333
3,New City,NY,317757,25.100000
12,New Hartford,NY,298064,29.766666
4,New Hyde Park,NY,3622004,23.566666
2,New Paltz,NY,181791,26.533333
5,New Rochelle,NY,961670,19.966666
2,New Windsor,NY,374512,25.166666
152,New York,NY,7865969,27.100000
8,Newark,NY,201481,28.900000
1,Newburg,NY,374512,25.166666
9,Newburgh,NY,374512,25.166666
12,Niagara Falls,NY,215124,27.866666
2,North Amityville,NY,2848506,25.233333
5,North Babylon,NY,1499273,25.233333
1,North Baldwin,NY,1349233,22.766666
3,North Syracuse,NY,466852,27.366666
4,North Tonawanda,NY,215124,27.866666
2,North Valley Stream,NY,3622004,23.566666
1,Northport,NY,1499273,25.233333
1,Nortlindenhurst,NY,1499273,25.233333
4,Norwich,NY,49933,27.233333
1,Nyack,NY,317757,25.100000
2,Oakdale,NY,1499273,25.233333
1,Oakland Gardens,NY,2272771,23.566666
4,Oceanside,NY,1349233,22.766666
3,Ogdensburg,NY,112232,29.133333
1,Old Forge,NY,64508,29.766666
8,Olean,NY,79458,27.333333
13,Oneida,NY,305938,27.233333
18,Oneonta,NY,108985,27.066666
2,Ontario,NY,840775,29.033333
3,Orchard Park,NY,919086,27.633333
2,Ossining,NY,961670,19.966666
12,Oswego,NY,201252,31.166666
1,Ovid,NY,35305,28.266666
5,Owego,NY,50478,27.666666
1,Oyster Bay,NY,1349233,22.766666
6,Ozone Park,NY,4838406,24.366666
3,Painted Post,NY,117577,29.166666
2,Palatine Bridge,NY,49941,27.533333
1,Parkchester,NY,1408473,27.100000
7,Patchogue,NY,1499273,25.233333
2,Pawling,NY,396929,28.366666
1,Pearl River,NY,317757,25.100000
5,Peekskill,NY,961670,19.966666
1,Penfield,NY,747813,28.633333
2,Penn Yan,NY,25344,25.333333
4,Perinton,NY,840775,29.033333
2,Peru,NY,120615,28.033333
3,Plainview,NY,1349233,22.766666
10,Plattsburgh,NY,81654,28.033333
1,Pleasant Valley,NY,297322,26.466666
1,Pleasantville,NY,961670,19.966666
1,Port Byron,NY,79552,24.933333
4,Port Chester,NY,961670,19.966666
1,Port Jefferson,NY,1499273,25.233333
3,Port Jefferson Station,NY,1499273,25.233333
3,Port Jervis,NY,374512,25.166666
2,Port Washington,NY,1349233,22.766666
3,Potsdam,NY,112232,29.133333
12,Poughkeepsie,NY,297322,26.466666
2,Pulaski,NY,121700,31.166666
1,Purchase,NY,961670,19.966666
3,Queens,NY,2272771,23.566666
3,Queens Village,NY,2272771,23.566666
11,Queensbury,NY,128472,27.966666
4,Rego Park,NY,2272771,23.566666
2,Rensselaer,NY,159835,26.966666
2,Richfield Springs,NY,148924,31.166666
1,Richmond Hills,NY,2272771,23.566666
2,Ridge,NY,1499273,25.233333
5,Ridgewood,NY,2272771,23.566666
10,Riverhead,NY,1499273,25.233333
65,Rochester,NY,747813,28.633333
1,Rockaway Beach,NY,2272771,23.566666
1,Rockaway Park,NY,2272771,23.566666
2,Rockville Centre,NY,1349233,22.766666
3,Rocky Point,NY,1499273,25.233333
9,Rome,NY,233556,27.233333
1,Ronkonkoma,NY,1499273,25.233333
1,Roosevelt,NY,1349233,22.766666
3,Rosedale,NY,2272771,23.566666
2,Rotterdam,NY,460579,26.933333
2,Rye,NY,961670,19.966666
2,Salamanca,NY,79458,27.333333
6,Saranac Lake,NY,90756,27.566666
8,Saratoga Springs,NY,222133,25.866666
2,Saugerties,NY,181791,26.533333
1,Scarsdale,NY,961670,19.966666
27,Schenectady,NY,460579,26.933333
2,Scotia,NY,377257,26.933333
2,Seaford,NY,1349233,22.766666
2,Selden,NY,1499273,25.233333
2,Seneca Falls,NY,128267,29.300000
1,Setauket,NY,1499273,25.233333
5,Shirley,NY,1499273,25.233333
5,Sidney,NY,108985,27.066666
3,Smithtown,NY,1499273,25.233333
1,Somers,NY,961670,19.966666
2,South Farmingdale,NY,2848506,25.233333
1,South Glens Falls,NY,222133,25.866666
1,South Huntington,NY,1499273,25.233333
1,South Richmond Hill,NY,2272771,23.566666
1,South Setauket,NY,1499273,25.233333
2,Southampton,NY,1499273,25.233333
1,Spencerport,NY,747813,28.633333
2,Spring Valley,NY,317757,25.100000
3,Springfield Gardens,NY,2272771,23.566666
8,Springville,NY,998544,27.800000
2,St. James,NY,1499273,25.233333
36,Staten Island,NY,470728,26.900000
4,Stony Brook,NY,1499273,25.233333
2,Sunnyside,NY,2272771,23.566666
3,Syosset,NY,1349233,22.766666
38,Syracuse,NY,466852,27.366666
1,Tappan,NY,317757,25.100000
1,Tarrytown,NY,961670,19.966666
2,Thornwood,NY,961670,19.966666
2,Ticonderoga,NY,101895,27.400000
7,Tonawanda,NY,919086,27.633333
7,Troy,NY,159835,26.966666
2,Tupper Lake,NY,164027,29.133333
2,Uniondale,NY,1349233,22.766666
19,Utica,NY,298064,29.766666
2,Vails Gate,NY,374512,25.166666
2,Valatie,NY,222334,26.966666
7,Valley Stream,NY,3622004,23.566666
8,Vestal,NY,198060,28.066666
7,Victor,NY,856332,28.633333
1,Wading River,NY,1499273,25.233333
1,Walton,NY,47276,26.333333
4,Wantagh,NY,1349233,22.766666
4,Wappingers Falls,NY,297322,26.466666
1,Warners,NY,466852,27.366666
1,Warrensburg,NY,65538,27.966666
1,Warsaw,NY,41892,28.033333
1,Warwick,NY,374512,25.166666
1,Washington Mls,NY,233556,27.233333
1,Waterford,NY,222133,25.866666
15,Waterloo,NY,236786,29.300000
12,Watertown,NY,120262,28.633333
2,Watervliet,NY,305455,25.233333
3,Watkins Glen,NY,18514,27.233333
10,Webster,NY,840775,29.033333
3,Wellsville,NY,48357,28.066666
2,West Babylon,NY,1499273,25.233333
2,West Carthage,NY,147486,28.633333
3,West Haverstraw,NY,317757,25.100000
4,West Hempstead,NY,1349233,22.766666
3,West Islip,NY,1499273,25.233333
3,West Nyack,NY,317757,25.100000
1,West Point,NY,374512,25.166666
4,West Rotterdam,NY,460579,26.933333
3,West Seneca,NY,919086,27.633333
6,Westbury,NY,1349233,22.766666
1,Westfield,NY,133539,27.100000
1,Westmoreland,NY,233556,27.233333
6,White Plains,NY,961670,19.966666
1,Whitehall,NY,62934,27.400000
4,Whitestone,NY,2272771,23.566666
1,Whitney Point,NY,198060,28.066666
2,Williamson,NY,92962,28.900000
10,Williamsville,NY,919086,27.633333
1,Williston Park,NY,1349233,22.766666
1,Windsor,NY,198060,28.066666
1,Wolcott,NY,92962,28.900000
6,Woodhaven,NY,4838406,24.366666
5,Woodside,NY,2272771,23.566666
1,Wyandanch,NY,1499273,25.233333
1,Wynantskill,NY,159835,26.966666
17,Yonkers,NY,2370143,27.100000
2,Yorkshire,NY,79458,27.333333
5,Yorktown Heights,NY,961670,19.966666
3,Yorkville,NY,233556,27.233333
2,Aberdeen,OH,72731,33.666666
6,Ada,OH,212439,34.833333
62,Akron,OH,875946,29.900000
37,Alliance,OH,877971,32.733333
7,Amelia,OH,199085,28.966666
6,Amherst,OH,301478,31.300000
1,Anna,OH,49167,30.933333
4,Archbold,OH,108071,32.266666
18,Ashland,OH,175635,30.666666
8,Ashtabula,OH,100389,30.466666
10,Athens,OH,64304,31.833333
10,Aurora,OH,795942,29.900000
2,Austinburg,OH,100389,30.466666
9,Austintown,OH,235145,29.833333
4,Avon Lake,OH,301478,31.300000
4,Bainbridge,OH,1358791,28.666666
10,Barberton,OH,829343,30.966666
6,Barnesville,OH,109488,30.866666
4,Batavia,OH,199085,28.966666
2,Beachwood,OH,1265111,28.566666
14,Beavercreek,OH,835118,31.900000
1,Beaverdam,OH,105141,34.833333
3,Bedford,OH,1265111,28.566666
2,Bedford Heights,OH,1265111,28.566666
2,Bellaire,OH,69671,30.800000
8,Bellefontaine,OH,45474,31.033333
17,Bellevue,OH,252206,32.133333
6,Bellville,OH,218316,30.766666
1,Belmont,OH,69671,30.800000
5,Belpre,OH,61475,32.000000
4,Berea,OH,1265111,28.566666
1,Berlin,OH,43025,30.066666
3,Bethel,OH,243466,33.666666
3,Beverly,OH,90965,32.733333
4,Blanchester,OH,502593,33.666666
10,Bluffton,OH,215010,34.833333
5,Boardman,OH,235145,29.833333
5,Bolivar,OH,467260,32.133333
11,Bowling Green,OH,128200,29.966666
1,Bridgeport,OH,69671,30.800000
1,Bridgetown North,OH,802038,28.633333
4,Brimfield,OH,702262,29.900000
4,Broadview Heights,OH,1265111,28.566666
4,Brook Park,OH,1265111,28.566666
4,Brooklyn,OH,1265111,28.566666
10,Brookville,OH,628718,32.433333
9,Brunswick,OH,173684,28.900000
12,Bryan,OH,76190,30.366666
3,Buckeye Lake,OH,167537,31.033333
7,Bucyrus,OH,42849,33.500000
5,Burbank,OH,288532,30.966666
1,Byesville,OH,39817,30.733333
8,Cadiz,OH,84103,34.333333
2,Calcutta,OH,106507,32.733333
3,Caldwell,OH,69307,32.733333
9,Cambridge,OH,39817,30.733333
9,Canal Fulton,OH,1030527,31.400000
18,Canal Winchester,OH,1399410,32.333333
2,Canfield,OH,235145,29.833333
42,Canton,OH,944266,31.400000
3,Carey,OH,154296,31.366666
1,Carroll,OH,147474,30.800000
3,Carrollton,OH,28587,29.933333
6,Celina,OH,40875,29.133333
16,Centerville,OH,915153,30.633333
11,Chardon,OH,323262,29.200000
16,Chesterland,OH,1588373,29.200000
1,Cheviot,OH,802038,28.633333
30,Chillicothe,OH,138863,33.100000
148,Cincinnati,OH,1588953,30.600000
15,Circleville,OH,203873,32.333333
1,Clayton,OH,534325,30.633333
81,Cleveland,OH,1265111,28.566666
3,Cleveland Heights,OH,1321510,32.333333
6,Clyde,OH,116528,32.133333
2,Coal Grove,OH,140586,35.766666
1,Coldwater,OH,40875,29.133333
7,Columbiana,OH,341652,32.733333
181,Columbus,OH,1376598,30.533333
2,Concord Township,OH,323262,29.200000
2,Conneaut,OH,100389,30.466666
2,Cortland,OH,207406,30.866666
6,Coshocton,OH,36779,31.166666
15,Cuyahoga Falls,OH,702262,29.900000
2,Dalton,OH,489716,31.400000
105,Dayton,OH,1018213,30.800000
17,Defiance,OH,86017,32.266666
20,Delaware,OH,233776,33.000000
1,Delhi,OH,802038,28.633333
10,Delphos,OH,168083,34.833333
1,Dent,OH,802038,28.633333
4,Dover,OH,92392,32.133333
2,Dresden,OH,122729,31.166666
31,Dublin,OH,1429313,33.000000
4,East Cleveland,OH,1265111,28.566666
4,East Liverpool,OH,106507,32.733333
